tas,Year,Month,Country
19.4392,1946,8,SVN
16.597,1946,9,SVN
7.17188,1946,10,SVN
3.95841,1946,11,SVN
-3.0504,1946,12,SVN
-6.339,1947,1,SVN
-1.6689,1947,2,SVN
4.88714,1947,3,SVN
10.8202,1947,4,SVN
14.1478,1947,5,SVN
17.6333,1947,6,SVN
19.4835,1947,7,SVN
18.6405,1947,8,SVN
17.2293,1947,9,SVN
8.84135,1947,10,SVN
5.49979,1947,11,SVN
-0.4322,1947,12,SVN
1.8316,1948,1,SVN
-0.4336,1948,2,SVN
6.05478,1948,3,SVN
9.33143,1948,4,SVN
13.8966,1948,5,SVN
15.0352,1948,6,SVN
15.7302,1948,7,SVN
17.7668,1948,8,SVN
14.9104,1948,9,SVN
10.3179,1948,10,SVN
4.8044,1948,11,SVN
-0.6315,1948,12,SVN
0.97121,1949,1,SVN
1.79822,1949,2,SVN
1.488,1949,3,SVN
11.0544,1949,4,SVN
12.6999,1949,5,SVN
14.7673,1949,6,SVN
17.9659,1949,7,SVN
17.1468,1949,8,SVN
16.0899,1949,9,SVN
10.9591,1949,10,SVN
4.38677,1949,11,SVN
1.36103,1949,12,SVN
-2.8276,1950,1,SVN
1.96577,1950,2,SVN
5.79995,1950,3,SVN
8.1049,1950,4,SVN
14.6352,1950,5,SVN
18.3297,1950,6,SVN
20.734,1950,7,SVN
19.3501,1950,8,SVN
14.6008,1950,9,SVN
8.97913,1950,10,SVN
4.04879,1950,11,SVN
-0.2079,1950,12,SVN
1.06747,1951,1,SVN
2.73791,1951,2,SVN
3.32962,1951,3,SVN
8.27375,1951,4,SVN
12.3073,1951,5,SVN
16.5928,1951,6,SVN
17.7669,1951,7,SVN
18.8915,1951,8,SVN
16.184,1951,9,SVN
8.3106,1951,10,SVN
6.31558,1951,11,SVN
0.95768,1951,12,SVN
-2.0744,1952,1,SVN
-1.8681,1952,2,SVN
2.21531,1952,3,SVN
10.7675,1952,4,SVN
12.5613,1952,5,SVN
17.1126,1952,6,SVN
20.3523,1952,7,SVN
19.5078,1952,8,SVN
12.7165,1952,9,SVN
8.88155,1952,10,SVN
2.76091,1952,11,SVN
-0.5497,1952,12,SVN
-2.0063,1953,1,SVN
-0.9161,1953,2,SVN
3.98826,1953,3,SVN
9.39758,1953,4,SVN
12.7036,1953,5,SVN
15.9107,1953,6,SVN
18.6472,1953,7,SVN
16.9176,1953,8,SVN
15.0124,1953,9,SVN
11.6349,1953,10,SVN
3.16366,1953,11,SVN
0.30914,1953,12,SVN
-5.3393,1954,1,SVN
-4.2963,1954,2,SVN
4.88176,1954,3,SVN
6.81487,1954,4,SVN
11.5057,1954,5,SVN
17.2279,1954,6,SVN
16.2063,1954,7,SVN
16.8322,1954,8,SVN
15.3815,1954,9,SVN
8.98344,1954,10,SVN
3.61482,1954,11,SVN
2.29528,1954,12,SVN
-0.3662,1955,1,SVN
0.65798,1955,2,SVN
1.14632,1955,3,SVN
6.83769,1955,4,SVN
11.2957,1955,5,SVN
15.2232,1955,6,SVN
17.5774,1955,7,SVN
16.5161,1955,8,SVN
14.261,1955,9,SVN
8.99104,1955,10,SVN
3.13856,1955,11,SVN
1.78596,1955,12,SVN
0.59719,1956,1,SVN
-6.2307,1956,2,SVN
1.32343,1956,3,SVN
6.91154,1956,4,SVN
12.9979,1956,5,SVN
14.5657,1956,6,SVN
18.4162,1956,7,SVN
17.6537,1956,8,SVN
15.2804,1956,9,SVN
8.82686,1956,10,SVN
1.78657,1956,11,SVN
-0.8078,1956,12,SVN
-2.3297,1957,1,SVN
2.83527,1957,2,SVN
5.73516,1957,3,SVN
8.11279,1957,4,SVN
10.1948,1957,5,SVN
17.7857,1957,6,SVN
18.2087,1957,7,SVN
16.6577,1957,8,SVN
13.4691,1957,9,SVN
9.37924,1957,10,SVN
5.34746,1957,11,SVN
0.48538,1957,12,SVN
-1.5728,1958,1,SVN
2.00597,1958,2,SVN
0.48656,1958,3,SVN
6.14885,1958,4,SVN
15.9418,1958,5,SVN
15.5911,1958,6,SVN
18.7667,1958,7,SVN
18.3654,1958,8,SVN
14.817,1958,9,SVN
10.1027,1958,10,SVN
5.56243,1958,11,SVN
1.94041,1958,12,SVN
-0.4836,1959,1,SVN
-0.1256,1959,2,SVN
6.20187,1959,3,SVN
8.99766,1959,4,SVN
12.4523,1959,5,SVN
15.5178,1959,6,SVN
18.8854,1959,7,SVN
16.956,1959,8,SVN
13.1962,1959,9,SVN
8.28507,1959,10,SVN
4.73291,1959,11,SVN
2.74911,1959,12,SVN
-1.6272,1960,1,SVN
0.06879,1960,2,SVN
4.27061,1960,3,SVN
8.3093,1960,4,SVN
12.4082,1960,5,SVN
16.662,1960,6,SVN
16.1018,1960,7,SVN
17.3224,1960,8,SVN
13.5597,1960,9,SVN
10.356,1960,10,SVN
5.9252,1960,11,SVN
2.34972,1960,12,SVN
-2.0181,1961,1,SVN
2.29873,1961,2,SVN
6.39924,1961,3,SVN
11.3048,1961,4,SVN
11.7771,1961,5,SVN
16.9866,1961,6,SVN
16.6873,1961,7,SVN
17.6328,1961,8,SVN
16.4796,1961,9,SVN
11.151,1961,10,SVN
4.79231,1961,11,SVN
-1.2511,1961,12,SVN
-0.5127,1962,1,SVN
-0.2788,1962,2,SVN
0.92611,1962,3,SVN
8.35009,1962,4,SVN
11.4735,1962,5,SVN
14.877,1962,6,SVN
16.4966,1962,7,SVN
19.331,1962,8,SVN
13.7922,1962,9,SVN
10.0515,1962,10,SVN
3.61049,1962,11,SVN
-3.6812,1962,12,SVN
-5.9549,1963,1,SVN
-4.0044,1963,2,SVN
2.18464,1963,3,SVN
9.31737,1963,4,SVN
12.7223,1963,5,SVN
16.7436,1963,6,SVN
19.3276,1963,7,SVN
17.9118,1963,8,SVN
15.2393,1963,9,SVN
9.28404,1963,10,SVN
8.05146,1963,11,SVN
-3.1681,1963,12,SVN
-5.3093,1964,1,SVN
-0.0829,1964,2,SVN
2.32058,1964,3,SVN
9.22154,1964,4,SVN
13.0623,1964,5,SVN
18.0913,1964,6,SVN
18.3869,1964,7,SVN
16.8666,1964,8,SVN
14.2235,1964,9,SVN
8.87845,1964,10,SVN
5.6449,1964,11,SVN
0.15494,1964,12,SVN
-0.0736,1965,1,SVN
-2.8703,1965,2,SVN
3.91677,1965,3,SVN
6.98352,1965,4,SVN
11.5198,1965,5,SVN
16.1133,1965,6,SVN
17.3454,1965,7,SVN
16.0856,1965,8,SVN
14.0704,1965,9,SVN
9.14508,1965,10,SVN
3.00496,1965,11,SVN
0.87986,1965,12,SVN
-3.5822,1966,1,SVN
4.67366,1966,2,SVN
3.56716,1966,3,SVN
10.1836,1966,4,SVN
13.0414,1966,5,SVN
17.0682,1966,6,SVN
16.8291,1966,7,SVN
16.5028,1966,8,SVN
14.9286,1966,9,SVN
12.6931,1966,10,SVN
2.75795,1966,11,SVN
0.22288,1966,12,SVN
-2.0859,1967,1,SVN
0.78136,1967,2,SVN
5.37435,1967,3,SVN
7.55317,1967,4,SVN
13.3666,1967,5,SVN
15.4339,1967,6,SVN
19.5136,1967,7,SVN
17.8563,1967,8,SVN
15.0725,1967,9,SVN
11.0237,1967,10,SVN
5.05184,1967,11,SVN
-0.848,1967,12,SVN
-3.2018,1968,1,SVN
1.74303,1968,2,SVN
4.70493,1968,3,SVN
10.2277,1968,4,SVN
13.3711,1968,5,SVN
16.1087,1968,6,SVN
17.8296,1968,7,SVN
16.343,1968,8,SVN
13.9127,1968,9,SVN
10.5837,1968,10,SVN
5.06777,1968,11,SVN
-2.441,1968,12,SVN
-1.7194,1969,1,SVN
-1.3528,1969,2,SVN
2.45768,1969,3,SVN
7.62847,1969,4,SVN
14.4546,1969,5,SVN
15.004,1969,6,SVN
17.8257,1969,7,SVN
16.2779,1969,8,SVN
14.7085,1969,9,SVN
10.0153,1969,10,SVN
6.0228,1969,11,SVN
-3.2281,1969,12,SVN
-0.9941,1970,1,SVN
-0.533,1970,2,SVN
2.10707,1970,3,SVN
6.77394,1970,4,SVN
10.5322,1970,5,SVN
17.036,1970,6,SVN
17.383,1970,7,SVN
17.6293,1970,8,SVN
14.6275,1970,9,SVN
8.57156,1970,10,SVN
6.13811,1970,11,SVN
-0.508,1970,12,SVN
-1.069,1971,1,SVN
1.31996,1971,2,SVN
1.11472,1971,3,SVN
9.29239,1971,4,SVN
13.8425,1971,5,SVN
15.181,1971,6,SVN
18.6245,1971,7,SVN
19.2684,1971,8,SVN
12.2557,1971,9,SVN
8.62311,1971,10,SVN
3.73865,1971,11,SVN
0.24144,1971,12,SVN
-1.9524,1972,1,SVN
2.49567,1972,2,SVN
6.16279,1972,3,SVN
8.26425,1972,4,SVN
12.0086,1972,5,SVN
16.285,1972,6,SVN
18.0053,1972,7,SVN
17.0837,1972,8,SVN
11.3416,1972,9,SVN
7.8832,1972,10,SVN
3.89321,1972,11,SVN
0.04013,1972,12,SVN
-0.7712,1973,1,SVN
0.4386,1973,2,SVN
3.19731,1973,3,SVN
6.13643,1973,4,SVN
13.2217,1973,5,SVN
16.2677,1973,6,SVN
17.9124,1973,7,SVN
18.2937,1973,8,SVN
15.1653,1973,9,SVN
8.44077,1973,10,SVN
2.76487,1973,11,SVN
-0.5463,1973,12,SVN
0.95129,1974,1,SVN
3.82675,1974,2,SVN
5.60637,1974,3,SVN
7.65845,1974,4,SVN
11.7046,1974,5,SVN
14.233,1974,6,SVN
17.4358,1974,7,SVN
18.9227,1974,8,SVN
14.2761,1974,9,SVN
6.1417,1974,10,SVN
4.40644,1974,11,SVN
1.61121,1974,12,SVN
2.27538,1975,1,SVN
0.91872,1975,2,SVN
4.63907,1975,3,SVN
8.11781,1975,4,SVN
13.7506,1975,5,SVN
14.8798,1975,6,SVN
17.8334,1975,7,SVN
17.3215,1975,8,SVN
16.4479,1975,9,SVN
9.14464,1975,10,SVN
3.38053,1975,11,SVN
0.33045,1975,12,SVN
-0.1344,1976,1,SVN
0.359,1976,2,SVN
1.32051,1976,3,SVN
8.16214,1976,4,SVN
12.8968,1976,5,SVN
16.448,1976,6,SVN
18.5861,1976,7,SVN
14.8032,1976,8,SVN
12.8122,1976,9,SVN
10.1484,1976,10,SVN
5.46713,1976,11,SVN
-0.4331,1976,12,SVN
0.59757,1977,1,SVN
3.13504,1977,2,SVN
6.72768,1977,3,SVN
6.97885,1977,4,SVN
12.5503,1977,5,SVN
16.2566,1977,6,SVN
17.3744,1977,7,SVN
16.7021,1977,8,SVN
12.3268,1977,9,SVN
10.5579,1977,10,SVN
4.49009,1977,11,SVN
-0.3077,1977,12,SVN
-0.4201,1978,1,SVN
-0.4551,1978,2,SVN
4.90189,1978,3,SVN
6.93635,1978,4,SVN
10.5974,1978,5,SVN
15.1692,1978,6,SVN
16.2788,1978,7,SVN
16.1803,1978,8,SVN
13.2403,1978,9,SVN
9.32881,1978,10,SVN
1.95471,1978,11,SVN
-0.5734,1978,12,SVN
-3.0073,1979,1,SVN
0.61029,1979,2,SVN
5.17302,1979,3,SVN
7.05448,1979,4,SVN
13.2705,1979,5,SVN
17.8103,1979,6,SVN
16.6552,1979,7,SVN
16.5243,1979,8,SVN
14.386,1979,9,SVN
9.08262,1979,10,SVN
4.15316,1979,11,SVN
2.30716,1979,12,SVN
-2.5276,1980,1,SVN
1.613,1980,2,SVN
4.53112,1980,3,SVN
6.13636,1980,4,SVN
10.3593,1980,5,SVN
14.8631,1980,6,SVN
16.585,1980,7,SVN
17.9972,1980,8,SVN
14.3977,1980,9,SVN
9.08307,1980,10,SVN
2.22222,1980,11,SVN
-1.6525,1980,12,SVN
-3.5034,1981,1,SVN
-0.9438,1981,2,SVN
5.96406,1981,3,SVN
8.66658,1981,4,SVN
12.4101,1981,5,SVN
16.4016,1981,6,SVN
17.2908,1981,7,SVN
17.6602,1981,8,SVN
14.8339,1981,9,SVN
10.6393,1981,10,SVN
3.37337,1981,11,SVN
-0.8337,1981,12,SVN
-2.293,1982,1,SVN
-1.5534,1982,2,SVN
3.32311,1982,3,SVN
6.6722,1982,4,SVN
13.0299,1982,5,SVN
17.0694,1982,6,SVN
18.8288,1982,7,SVN
17.8612,1982,8,SVN
17.0296,1982,9,SVN
10.3205,1982,10,SVN
5.14469,1982,11,SVN
2.13636,1982,12,SVN
1.0327,1983,1,SVN
-2.0751,1983,2,SVN
4.82744,1983,3,SVN
9.71014,1983,4,SVN
13.396,1983,5,SVN
16.046,1983,6,SVN
20.5531,1983,7,SVN
18.1385,1983,8,SVN
14.9236,1983,9,SVN
9.82029,1983,10,SVN
2.10972,1983,11,SVN
-0.2194,1983,12,SVN
-1.0507,1984,1,SVN
-0.6438,1984,2,SVN
2.89793,1984,3,SVN
7.57931,1984,4,SVN
10.7725,1984,5,SVN
15.0858,1984,6,SVN
16.8025,1984,7,SVN
16.9458,1984,8,SVN
13.8034,1984,9,SVN
10.621,1984,10,SVN
4.81606,1984,11,SVN
0.86137,1984,12,SVN
-5.2634,1985,1,SVN
-2.7662,1985,2,SVN
3.1883,1985,3,SVN
7.8031,1985,4,SVN
13.3301,1985,5,SVN
14.5137,1985,6,SVN
18.7873,1985,7,SVN
18.2695,1985,8,SVN
15.4225,1985,9,SVN
9.70497,1985,10,SVN
2.13258,1985,11,SVN
2.45066,1985,12,SVN
-1.1668,1986,1,SVN
-3.854,1986,2,SVN
2.31857,1986,3,SVN
8.4911,1986,4,SVN
15.3384,1986,5,SVN
15.4812,1986,6,SVN
17.4164,1986,7,SVN
18.6047,1986,8,SVN
13.9694,1986,9,SVN
9.9267,1986,10,SVN
4.66555,1986,11,SVN
-1.4852,1986,12,SVN
-4.1881,1987,1,SVN
-0.1578,1987,2,SVN
-0.4666,1987,3,SVN
8.90188,1987,4,SVN
11.2468,1987,5,SVN
15.6307,1987,6,SVN
18.7175,1987,7,SVN
17.0154,1987,8,SVN
17.2659,1987,9,SVN
10.6105,1987,10,SVN
4.18057,1987,11,SVN
0.73264,1987,12,SVN
2.05021,1988,1,SVN
1.85816,1988,2,SVN
3.4617,1988,3,SVN
8.30621,1988,4,SVN
13.2928,1988,5,SVN
15.5452,1988,6,SVN
19.5608,1988,7,SVN
18.6923,1988,8,SVN
14.2788,1988,9,SVN
10.5639,1988,10,SVN
0.78534,1988,11,SVN
0.12777,1988,12,SVN
-0.7728,1989,1,SVN
2.71408,1989,2,SVN
6.71678,1989,3,SVN
9.12953,1989,4,SVN
12.5429,1989,5,SVN
14.6798,1989,6,SVN
18.2099,1989,7,SVN
17.7415,1989,8,SVN
14.2514,1989,9,SVN
9.23036,1989,10,SVN
2.99696,1989,11,SVN
1.19013,1989,12,SVN
-0.571,1990,1,SVN
4.42034,1990,2,SVN
6.97693,1990,3,SVN
7.70943,1990,4,SVN
14.0735,1990,5,SVN
15.847,1990,6,SVN
18.0732,1990,7,SVN
18.559,1990,8,SVN
13.3072,1990,9,SVN
10.653,1990,10,SVN
4.88357,1990,11,SVN
-0.452,1990,12,SVN
-0.2316,1991,1,SVN
-2.6037,1991,2,SVN
6.71824,1991,3,SVN
7.25903,1991,4,SVN
9.6766,1991,5,SVN
15.882,1991,6,SVN
19.45,1991,7,SVN
18.8069,1991,8,SVN
16.0222,1991,9,SVN
8.66366,1991,10,SVN
4.40859,1991,11,SVN
-1.5151,1991,12,SVN
0.20281,1992,1,SVN
1.83322,1992,2,SVN
4.56854,1992,3,SVN
8.69909,1992,4,SVN
14.0726,1992,5,SVN
16.5916,1992,6,SVN
19.0392,1992,7,SVN
21.7893,1992,8,SVN
15.3097,1992,9,SVN
8.88724,1992,10,SVN
5.64675,1992,11,SVN
0.36144,1992,12,SVN
-0.1659,1993,1,SVN
-0.1354,1993,2,SVN
3.21762,1993,3,SVN
9.15727,1993,4,SVN
15.2864,1993,5,SVN
17.1849,1993,6,SVN
17.9063,1993,7,SVN
19.0634,1993,8,SVN
14.0784,1993,9,SVN
10.6482,1993,10,SVN
1.89585,1993,11,SVN
0.98814,1993,12,SVN
2.07041,1994,1,SVN
0.97231,1994,2,SVN
7.85248,1994,3,SVN
8.48069,1994,4,SVN
13.4649,1994,5,SVN
17.0839,1994,6,SVN
20.981,1994,7,SVN
20.3682,1994,8,SVN
16.2012,1994,9,SVN
8.79443,1994,10,SVN
7.04058,1994,11,SVN
1.45576,1994,12,SVN
-0.8732,1995,1,SVN
3.31385,1995,2,SVN
3.47453,1995,3,SVN
8.95684,1995,4,SVN
12.9932,1995,5,SVN
15.091,1995,6,SVN
20.5504,1995,7,SVN
17.5177,1995,8,SVN
13.2193,1995,9,SVN
11.3938,1995,10,SVN
3.59086,1995,11,SVN
0.2239,1995,12,SVN
-0.7584,1996,1,SVN
-2.0249,1996,2,SVN
1.72168,1996,3,SVN
8.76235,1996,4,SVN
13.8811,1996,5,SVN
17.491,1996,6,SVN
17.203,1996,7,SVN
17.9099,1996,8,SVN
11.7906,1996,9,SVN
10.1997,1996,10,SVN
6.32179,1996,11,SVN
-1.3173,1996,12,SVN
-0.6511,1997,1,SVN
2.5214,1997,2,SVN
5.61143,1997,3,SVN
6.30981,1997,4,SVN
13.9931,1997,5,SVN
16.8234,1997,6,SVN
17.8215,1997,7,SVN
18.4962,1997,8,SVN
15.574,1997,9,SVN
8.64565,1997,10,SVN
4.75329,1997,11,SVN
1.79841,1997,12,SVN
1.64267,1998,1,SVN
3.97243,1998,2,SVN
3.88399,1998,3,SVN
9.29135,1998,4,SVN
13.5266,1998,5,SVN
17.7747,1998,6,SVN
19.1732,1998,7,SVN
19.6088,1998,8,SVN
14.1222,1998,9,SVN
10.3043,1998,10,SVN
2.61008,1998,11,SVN
-2.0691,1998,12,SVN
-0.512,1999,1,SVN
-0.2217,1999,2,SVN
5.84664,1999,3,SVN
9.63713,1999,4,SVN
14.1925,1999,5,SVN
16.9962,1999,6,SVN
19.1053,1999,7,SVN
18.596,1999,8,SVN
16.7029,1999,9,SVN
10.861,1999,10,SVN
2.99581,1999,11,SVN
-0.2787,1999,12,SVN
-2.4577,2000,1,SVN
2.67191,2000,2,SVN
5.4418,2000,3,SVN
11.156,2000,4,SVN
15.1248,2000,5,SVN
18.5215,2000,6,SVN
17.4513,2000,7,SVN
20.2356,2000,8,SVN
15.104,2000,9,SVN
11.7967,2000,10,SVN
7.31938,2000,11,SVN
2.97986,2000,12,SVN
1.48465,2001,1,SVN
2.81509,2001,2,SVN
7.03639,2001,3,SVN
7.92842,2001,4,SVN
15.3053,2001,5,SVN
15.7675,2001,6,SVN
19.4298,2001,7,SVN
20.4413,2001,8,SVN
12.3412,2001,9,SVN
12.8915,2001,10,SVN
3.21558,2001,11,SVN
-2.7223,2001,12,SVN
-0.8767,2002,1,SVN
3.70477,2002,2,SVN
6.64182,2002,3,SVN
8.26085,2002,4,SVN
14.6674,2002,5,SVN
18.5181,2002,6,SVN
19.0532,2002,7,SVN
18.4514,2002,8,SVN
13.8689,2002,9,SVN
9.92405,2002,10,SVN
7.97455,2002,11,SVN
1.13385,2002,12,SVN
-1.3211,2003,1,SVN
-2.3764,2003,2,SVN
5.10454,2003,3,SVN
8.10935,2003,4,SVN
15.8771,2003,5,SVN
19.4259,2003,6,SVN
20.3476,2003,7,SVN
21.6082,2003,8,SVN
14.1452,2003,9,SVN
7.83998,2003,10,SVN
6.58267,2003,11,SVN
1.06497,2003,12,SVN
-1.5556,2004,1,SVN
0.88681,2004,2,SVN
3.12276,2004,3,SVN
8.75614,2004,4,SVN
11.7313,2004,5,SVN
16.2572,2004,6,SVN
18.5085,2004,7,SVN
18.7409,2004,8,SVN
14.6792,2004,9,SVN
11.7374,2004,10,SVN
5.09317,2004,11,SVN
1.42798,2004,12,SVN
-0.7209,2005,1,SVN
-2.1441,2005,2,SVN
3.10096,2005,3,SVN
8.49041,2005,4,SVN
13.9854,2005,5,SVN
17.3512,2005,6,SVN
18.8462,2005,7,SVN
16.6443,2005,8,SVN
15.2881,2005,9,SVN
10.4103,2005,10,SVN
4.11416,2005,11,SVN
-0.639,2005,12,SVN
-2.8426,2006,1,SVN
-0.3839,2006,2,SVN
2.81284,2006,3,SVN
9.39757,2006,4,SVN
12.9305,2006,5,SVN
17.4347,2006,6,SVN
21.244,2006,7,SVN
16.191,2006,8,SVN
16.3767,2006,9,SVN
12.434,2006,10,SVN
6.75928,2006,11,SVN
2.87861,2006,12,SVN
3.55518,2007,1,SVN
4.47869,2007,2,SVN
6.53183,2007,3,SVN
12.0119,2007,4,SVN
15.127,2007,5,SVN
18.7127,2007,6,SVN
19.9166,2007,7,SVN
18.4933,2007,8,SVN
13.2129,2007,9,SVN
9.24458,2007,10,SVN
3.93715,2007,11,SVN
-0.0352,2007,12,SVN
1.94144,2008,1,SVN
2.99505,2008,2,SVN
4.26559,2008,3,SVN
8.89425,2008,4,SVN
14.6447,2008,5,SVN
18.1309,2008,6,SVN
19.4002,2008,7,SVN
19.4425,2008,8,SVN
13.4331,2008,9,SVN
11.4868,2008,10,SVN
6.07079,2008,11,SVN
1.57981,2008,12,SVN
-1.0682,2009,1,SVN
0.97503,2009,2,SVN
4.84027,2009,3,SVN
11.4456,2009,4,SVN
15.4165,2009,5,SVN
16.5984,2009,6,SVN
19.6146,2009,7,SVN
20.333,2009,8,SVN
16.733,2009,9,SVN
10.2049,2009,10,SVN
6.25143,2009,11,SVN
0.87116,2009,12,SVN
-1.7254,2010,1,SVN
0.60264,2010,2,SVN
4.25574,2010,3,SVN
9.52938,2010,4,SVN
13.271,2010,5,SVN
17.5785,2010,6,SVN
20.6664,2010,7,SVN
18.4716,2010,8,SVN
13.7643,2010,9,SVN
8.7408,2010,10,SVN
6.68566,2010,11,SVN
-1.1473,2010,12,SVN
-0.1835,2011,1,SVN
0.81526,2011,2,SVN
5.02345,2011,3,SVN
11.0764,2011,4,SVN
14.4085,2011,5,SVN
17.8685,2011,6,SVN
18.7678,2011,7,SVN
20.4685,2011,8,SVN
18.0742,2011,9,SVN
9.46768,2011,10,SVN
3.79346,2011,11,SVN
2.01365,2011,12,SVN
0.33339,2012,1,SVN
-2.9893,2012,2,SVN
7.63285,2012,3,SVN
9.35577,2012,4,SVN
13.7688,2012,5,SVN
18.9276,2012,6,SVN
20.675,2012,7,SVN
20.9623,2012,8,SVN
15.9863,2012,9,SVN
10.7297,2012,10,SVN
7.33948,2012,11,SVN
0.05283,2012,12,SVN
0.42184,2013,1,SVN
-0.6031,2013,2,SVN
2.88828,2013,3,SVN
10.0252,2013,4,SVN
12.7641,2013,5,SVN
16.9228,2013,6,SVN
20.8971,2013,7,SVN
20.4202,2013,8,SVN
14.6014,2013,9,SVN
11.4059,2013,10,SVN
5.76819,2013,11,SVN
2.06283,2013,12,SVN
3.35277,2014,1,SVN
3.84982,2014,2,SVN
7.80955,2014,3,SVN
10.6075,2014,4,SVN
12.6588,2014,5,SVN
17.397,2014,6,SVN
18.5108,2014,7,SVN
17.6268,2014,8,SVN
14.6218,2014,9,SVN
12.1817,2014,10,SVN
8.07768,2014,11,SVN
2.37548,2014,12,SVN
1.69894,2015,1,SVN
1.10337,2015,2,SVN
5.57542,2015,3,SVN
9.30172,2015,4,SVN
14.3572,2015,5,SVN
18.1029,2015,6,SVN
21.7177,2015,7,SVN
20.6506,2015,8,SVN
15.1368,2015,9,SVN
9.9015,2015,10,SVN
6.20646,2015,11,SVN
1.9129,2015,12,SVN
22.5684,1901,1,ZAF
22.464,1901,2,ZAF
19.508,1901,3,ZAF
17.9655,1901,4,ZAF
12.8272,1901,5,ZAF
10.6417,1901,6,ZAF
9.82144,1901,7,ZAF
12.7161,1901,8,ZAF
14.3793,1901,9,ZAF
16.9279,1901,10,ZAF
19.5505,1901,11,ZAF
21.5345,1901,12,ZAF
21.2266,1902,1,ZAF
22.2234,1902,2,ZAF
20.3511,1902,3,ZAF
16.7192,1902,4,ZAF
14.3036,1902,5,ZAF
9.83946,1902,6,ZAF
10.6724,1902,7,ZAF
11.8817,1902,8,ZAF
14.3117,1902,9,ZAF
17.3256,1902,10,ZAF
18.7524,1902,11,ZAF
22.0174,1902,12,ZAF
22.5375,1903,1,ZAF
22.1002,1903,2,ZAF
20.1539,1903,3,ZAF
16.5393,1903,4,ZAF
13.3461,1903,5,ZAF
9.65809,1903,6,ZAF
10.0671,1903,7,ZAF
12.1436,1903,8,ZAF
14.9158,1903,9,ZAF
17.0976,1903,10,ZAF
19.0635,1903,11,ZAF
21.6556,1903,12,ZAF
21.7369,1904,1,ZAF
21.4831,1904,2,ZAF
19.717,1904,3,ZAF
17.1306,1904,4,ZAF
13.3081,1904,5,ZAF
10.6908,1904,6,ZAF
10.6207,1904,7,ZAF
11.9418,1904,8,ZAF
14.5169,1904,9,ZAF
17.2346,1904,10,ZAF
19.8668,1904,11,ZAF
20.4618,1904,12,ZAF
22.3834,1905,1,ZAF
21.5944,1905,2,ZAF
19.7832,1905,3,ZAF
17.7076,1905,4,ZAF
13.1208,1905,5,ZAF
9.82662,1905,6,ZAF
11.0736,1905,7,ZAF
11.2455,1905,8,ZAF
15.0985,1905,9,ZAF
18.0156,1905,10,ZAF
19.6222,1905,11,ZAF
21.8329,1905,12,ZAF
22.8377,1906,1,ZAF
21.6216,1906,2,ZAF
19.8909,1906,3,ZAF
16.3203,1906,4,ZAF
13.5102,1906,5,ZAF
10.916,1906,6,ZAF
9.68266,1906,7,ZAF
11.01,1906,8,ZAF
14.755,1906,9,ZAF
16.4685,1906,10,ZAF
19.316,1906,11,ZAF
20.7933,1906,12,ZAF
21.635,1907,1,ZAF
21.5822,1907,2,ZAF
20.4301,1907,3,ZAF
16.2819,1907,4,ZAF
12.3007,1907,5,ZAF
10.1548,1907,6,ZAF
9.99646,1907,7,ZAF
12.0869,1907,8,ZAF
14.972,1907,9,ZAF
16.5806,1907,10,ZAF
18.6524,1907,11,ZAF
20.4874,1907,12,ZAF
21.547,1908,1,ZAF
22.0582,1908,2,ZAF
19.9535,1908,3,ZAF
15.4801,1908,4,ZAF
13.4767,1908,5,ZAF
10.2678,1908,6,ZAF
10.3599,1908,7,ZAF
12.0995,1908,8,ZAF
15.3908,1908,9,ZAF
17.2344,1908,10,ZAF
19.2984,1908,11,ZAF
21.844,1908,12,ZAF
22.174,1909,1,ZAF
21.1809,1909,2,ZAF
19.2663,1909,3,ZAF
17.1195,1909,4,ZAF
13.2184,1909,5,ZAF
11.0936,1909,6,ZAF
10.7021,1909,7,ZAF
12.3872,1909,8,ZAF
15.1598,1909,9,ZAF
16.9887,1909,10,ZAF
19.81,1909,11,ZAF
20.8422,1909,12,ZAF
22.008,1910,1,ZAF
21.4499,1910,2,ZAF
20.2648,1910,3,ZAF
17.0624,1910,4,ZAF
13.3024,1910,5,ZAF
9.8416,1910,6,ZAF
10.376,1910,7,ZAF
11.6542,1910,8,ZAF
14.6985,1910,9,ZAF
16.7325,1910,10,ZAF
18.1537,1910,11,ZAF
21.4101,1910,12,ZAF
22.1108,1911,1,ZAF
22.6629,1911,2,ZAF
19.8872,1911,3,ZAF
16.5798,1911,4,ZAF
12.6983,1911,5,ZAF
9.4948,1911,6,ZAF
9.58766,1911,7,ZAF
11.1405,1911,8,ZAF
14.6564,1911,9,ZAF
18.368,1911,10,ZAF
19.8503,1911,11,ZAF
22.7722,1911,12,ZAF
22.8121,1912,1,ZAF
22.1404,1912,2,ZAF
20.2611,1912,3,ZAF
17.2981,1912,4,ZAF
13.7967,1912,5,ZAF
10.5005,1912,6,ZAF
10.2643,1912,7,ZAF
12.0683,1912,8,ZAF
13.9127,1912,9,ZAF
18.0489,1912,10,ZAF
20.596,1912,11,ZAF
22.0392,1912,12,ZAF
23.126,1913,1,ZAF
22.4123,1913,2,ZAF
20.3559,1913,3,ZAF
17.1573,1913,4,ZAF
13.6021,1913,5,ZAF
10.9308,1913,6,ZAF
10.2104,1913,7,ZAF
13.0158,1913,8,ZAF
14.6165,1913,9,ZAF
